50
(11 , 18, 48467686)
(11 , 19, 44031149)
(11 , 20, 18856270)
(11 , 21, 4826868)
(11 , 22, 40800667)
(11 , 24, 20813588)
(11 , 25, 27031329)
(11 , 27, 43202545)
(11 , 31, 27843046)
(11 , 32, 45626054)
(11 , 34, 31005088)
(11 , 35, 44525515)
(11 , 37, 47940614)
(11 , 39, 17722372)
(11 , 40, 36401)
(11 , 42, 48884076)
(11 , 43, 6417109)
(11 , 44, 26438717)
(11 , 45, 33846911)
(11 , 47, 21588118)
(11 , 48, 29635092)
(12 , 16, 25782718)
(12 , 17, 36788093)
(12 , 18, 35197583)
(12 , 20, 46007261)
(12 , 21, 46780405)
(12 , 22, 2503333)
(12 , 23, 2618708)
(12 , 25, 47145124)
(12 , 26, 44728339)
(12 , 27, 1133574)
(12 , 29, 46200808)
(12 , 31, 29394187)
(12 , 33, 17599416)
(12 , 36, 3382626)
(12 , 37, 13651755)
(12 , 38, 34142290)
(12 , 39, 23375025)
(12 , 41, 10525133)
(12 , 42, 44335719)
(12 , 43, 18740481)
(12 , 44, 16388026)
(12 , 45, 38219967)
(12 , 46, 24945621)
(12 , 48, 31780080)
(12 , 49, 25070805)
(13 , 14, 22960084)
(13 , 15, 10827805)
(13 , 16, 38552238)
(13 , 17, 47316209)
(13 , 18, 14111349)
(13 , 19, 47648796)
(13 , 20, 20944104)
(13 , 21, 5324474)
(13 , 22, 45519765)
(13 , 24, 48097045)
(13 , 25, 40177407)
(13 , 26, 42419170)
(13 , 27, 25672191)
(13 , 29, 16288833)
(13 , 30, 16682543)
(13 , 32, 28080263)
(13 , 33, 34130)
(13 , 34, 28905463)
(13 , 35, 39781554)
(13 , 38, 35727137)
(13 , 40, 20558786)
(13 , 41, 380871)
(13 , 43, 23856848)
(13 , 44, 23488915)
(13 , 46, 27745529)
(13 , 47, 49665208)
(13 , 48, 26323734)
(13 , 49, 19656142)
(14 , 15, 28455860)
(14 , 16, 33444140)
(14 , 18, 12847106)
(14 , 19, 5418559)
(14 , 20, 2670753)
(14 , 22, 44327261)
(14 , 23, 40005563)
(14 , 24, 22436613)
(14 , 26, 47419399)
(14 , 28, 31650231)
(14 , 29, 25154825)
(14 , 30, 18119786)
(14 , 31, 6503474)
(14 , 32, 47501813)
(14 , 33, 43939923)
(14 , 34, 7266774)
(14 , 36, 13503067)
(14 , 37, 39409032)
(14 , 38, 10610694)
(14 , 39, 22628582)
(14 , 40, 19107478)
(14 , 41, 19874385)
(14 , 46, 15759353)
(14 , 47, 35274093)
(14 , 48, 22783586)
(14 , 49, 9271859)
(15 , 16, 7552625)
(15 , 19, 19194308)
(15 , 20, 39358469)
(15 , 21, 14898674)
(15 , 22, 38684423)
(15 , 23, 38537064)
(15 , 25, 25207076)
(15 , 26, 19000814)
(15 , 28, 29594269)
(15 , 30, 24641586)
(15 , 32, 24718291)
(15 , 33, 6817233)
(15 , 34, 4317233)
(15 , 35, 13717182)
(15 , 36, 655282)
(15 , 37, 41673454)
(15 , 40, 42779083)
(15 , 41, 1643445)
(15 , 42, 2633556)
(15 , 47, 40391446)
(15 , 48, 33193409)
(15 , 49, 4838495)
(16 , 17, 44591848)
(16 , 20, 14670782)
(16 , 21, 6665610)
(16 , 22, 11918797)
(16 , 23, 41559540)
(16 , 24, 31267682)
(16 , 25, 45767257)
(16 , 26, 12821481)
(16 , 27, 17885743)
(16 , 28, 3260380)
(16 , 29, 15204983)
(16 , 30, 26306332)
(16 , 31, 22739087)
(16 , 32, 7950775)
(16 , 34, 49759228)
(16 , 35, 31489767)
(16 , 37, 12417203)
(16 , 38, 15078950)
(16 , 39, 23535430)
(16 , 41, 4568584)
(16 , 44, 15419130)
(16 , 45, 48235169)
(16 , 46, 37989881)
(16 , 48, 42072114)
(16 , 49, 49555710)
(17 , 18, 30833371)
(17 , 20, 42665369)
(17 , 21, 8865903)
(17 , 23, 26071939)
(17 , 25, 28760624)
(17 , 26, 42435927)
(17 , 27, 24080138)
(17 , 28, 19573564)
(17 , 29, 43972618)
(17 , 30, 2191213)
(17 , 33, 48420978)
(17 , 34, 9513831)
(17 , 36, 22488817)
(17 , 37, 36165716)
(17 , 39, 6721715)
(17 , 40, 45228771)
(17 , 41, 12623385)
(17 , 43, 18619034)
(17 , 45, 23787654)
(17 , 46, 21506683)
(17 , 47, 15723554)
(18 , 19, 33646794)
(18 , 20, 49767669)
(18 , 21, 14277270)
(18 , 23, 29749012)
(18 , 24, 47770042)
(18 , 25, 14587935)
(18 , 26, 26348929)
(18 , 27, 9772296)
(18 , 28, 45303822)
(18 , 29, 14629991)
(18 , 30, 21116541)
(18 , 31, 18036323)
(18 , 32, 49012767)
(18 , 33, 7775399)
(18 , 34, 16760503)
(18 , 35, 40485643)
(18 , 36, 12441263)
(18 , 37, 37510521)
(18 , 39, 43725196)
(18 , 41, 12406096)
(18 , 45, 18314623)
(18 , 48, 26077968)
(18 , 49, 43688648)
(19 , 21, 46523949)
(19 , 22, 16525815)
(19 , 23, 36136024)
(19 , 24, 28990196)
(19 , 25, 4155224)
(19 , 27, 21427370)
(19 , 28, 13104468)
(19 , 30, 22592125)
(19 , 34, 15099165)
(19 , 35, 25039575)
(19 , 36, 26415812)
(19 , 37, 44579658)
(19 , 38, 42342322)
(19 , 40, 6150751)
(19 , 41, 47492424)
(19 , 42, 42263186)
(19 , 44, 37578606)
(19 , 45, 33979325)
(19 , 46, 41747417)
(19 , 47, 7817789)
(19 , 48, 36489365)
(19 , 49, 45532665)
(20 , 23, 31317074)
(20 , 24, 48197446)
(20 , 25, 15996533)
(20 , 26, 17037201)
(20 , 27, 36728066)
(20 , 29, 19874172)
(20 , 31, 41322760)
(20 , 32, 43610911)
(20 , 33, 17109171)
(20 , 34, 45848156)
(20 , 35, 38076515)
(20 , 36, 40361126)
(20 , 37, 3779231)
(20 , 38, 34384701)
(20 , 39, 11959467)
(20 , 40, 12906538)
(20 , 41, 29310199)
(20 , 43, 123834)
(20 , 44, 43750163)
(20 , 45, 2054316)
(20 , 46, 31601089)
(20 , 49, 45736884)
(21 , 22, 42031822)
(21 , 23, 38645409)
(21 , 25, 42604504)
(21 , 27, 47717776)
(21 , 28, 9307861)
(21 , 30, 28325887)
(21 , 31, 19414175)
(21 , 32, 31409662)
(21 , 33, 29900239)
(21 , 34, 46240599)
(21 , 35, 22356198)
(21 , 36, 2606477)
(21 , 38, 13543962)
(21 , 39, 9254594)
(21 , 40, 16179413)
(21 , 41, 6938115)
(21 , 42, 32003200)
(21 , 43, 37127706)
(21 , 45, 29137716)
(21 , 46, 29467893)
(21 , 47, 29705731)
(21 , 48, 10083552)
(21 , 49, 48475241)
(22 , 25, 30851145)
(22 , 26, 21930967)
(22 , 27, 45471686)
(22 , 29, 4841318)
(22 , 30, 34392408)
(22 , 31, 41162636)
(22 , 32, 33583503)
(22 , 33, 44837786)
(22 , 34, 36835873)
(22 , 35, 33420790)
(22 , 36, 45414654)
(22 , 38, 8288981)
(22 , 39, 9037842)
(22 , 40, 27125741)
(22 , 42, 20764506)
(22 , 43, 21263035)
(22 , 44, 16425017)
(22 , 45, 45142256)
(22 , 46, 31545624)
(22 , 47, 10994752)
(22 , 48, 2797482)
(23 , 24, 38386459)
(23 , 25, 47643780)
(23 , 26, 761140)
(23 , 27, 25366053)
(23 , 29, 36849316)
(23 , 30, 37129400)
(23 , 31, 2889307)
(23 , 32, 47091806)
(23 , 33, 45373215)
(23 , 34, 33640152)
(23 , 35, 6886343)
(23 , 36, 23022342)
(23 , 37, 23258228)
(23 , 39, 41267479)
(23 , 40, 5703375)
(23 , 41, 32194376)
(23 , 42, 9118158)
(23 , 43, 20090567)
(23 , 46, 40416303)
(23 , 47, 21384205)
(23 , 48, 6147951)
(23 , 49, 10061593)
(24 , 26, 6854706)
(24 , 27, 3025545)
(24 , 28, 20118926)
(24 , 29, 34747468)
(24 , 30, 21628365)
(24 , 31, 9584981)
(24 , 32, 29210888)
(24 , 33, 2158590)
(24 , 34, 971014)
(24 , 35, 33565812)
(24 , 36, 23092494)
(24 , 37, 35805781)
(24 , 38, 15986251)
(24 , 40, 39077288)
(24 , 41, 47787065)
(24 , 43, 29193699)
(24 , 44, 45671951)
(24 , 45, 40955334)
(24 , 46, 42968951)
(24 , 47, 45498828)
(24 , 49, 20235666)
(25 , 28, 36092033)
(25 , 29, 11637298)
(25 , 30, 42895453)
(25 , 31, 20883296)
(25 , 32, 36689635)
(25 , 33, 38524007)
(25 , 34, 44126604)
(25 , 35, 23288091)
(25 , 39, 31257717)
(25 , 40, 24273164)
(25 , 42, 5990338)
(25 , 44, 8927644)
(25 , 45, 27694278)
(25 , 47, 24225118)
(25 , 49, 14524346)
(26 , 28, 45870936)
(26 , 31, 38936264)
(26 , 32, 39294690)
(26 , 33, 10955569)
(26 , 34, 32388284)
(26 , 35, 13090996)
(26 , 36, 8542365)
(26 , 37, 48928775)
(26 , 38, 8025207)
(26 , 39, 48066539)
(26 , 40, 25773012)
(26 , 42, 41656122)
(26 , 43, 26344364)
(26 , 44, 33822289)
(26 , 45, 1783732)
(26 , 46, 11652046)
(26 , 47, 22684327)
(26 , 48, 10800882)
(26 , 49, 37817341)
(27 , 28, 28004112)
(27 , 29, 23187360)
(27 , 31, 41011070)
(27 , 33, 32467043)
(27 , 34, 41947387)
(27 , 36, 29415932)
(27 , 37, 4212419)
(27 , 40, 27271535)
(27 , 41, 47672461)
(27 , 43, 47150622)
(27 , 45, 6217112)
(27 , 47, 38421202)
(27 , 48, 2241663)
(28 , 29, 28936185)
(28 , 30, 26575814)
(28 , 31, 42296920)
(28 , 34, 1800873)
(28 , 35, 31884499)
(28 , 36, 49113737)
(28 , 37, 21694715)
(28 , 38, 46325685)
(28 , 39, 6294970)
(28 , 40, 35945303)
(28 , 41, 31452732)
(28 , 42, 43365976)
(28 , 43, 13481072)
(28 , 46, 22074387)
(28 , 48, 33996947)
(28 , 49, 44887611)
(29 , 30, 16678111)
(29 , 31, 6335051)
(29 , 32, 1715297)
(29 , 34, 40774300)
(29 , 39, 2240698)
(29 , 40, 32661297)
(29 , 42, 33981340)
(29 , 45, 21272183)
(29 , 46, 31199630)
(29 , 48, 46571534)
(29 , 49, 29236045)
(30 , 32, 18095434)
(30 , 33, 3363940)
(30 , 34, 23282902)
(30 , 35, 15165273)
(30 , 36, 44440255)
(30 , 38, 4393130)
(30 , 41, 39229685)
(30 , 42, 6959296)
(30 , 43, 29948363)
(30 , 45, 11954073)
(30 , 47, 48244319)
(30 , 48, 15738083)
(31 , 32, 4460810)
(31 , 33, 39174128)
(31 , 34, 41159302)
(31 , 35, 19577340)
(31 , 37, 35920966)
(31 , 41, 36915013)
(31 , 42, 29894737)
(31 , 43, 35905105)
(31 , 45, 2996093)
(31 , 46, 30433375)
(31 , 47, 3301434)
(31 , 48, 714875)
(31 , 49, 8338113)
(32 , 33, 34471665)
(32 , 34, 2100265)
(32 , 35, 11332394)
(32 , 36, 29293435)
(32 , 38, 47587206)
(32 , 43, 13930494)
(32 , 44, 24946461)
(32 , 45, 27276766)
(32 , 47, 35851123)
(32 , 48, 26191354)
(32 , 49, 11534404)
(33 , 34, 39073526)
(33 , 36, 7969262)
(33 , 37, 49774194)
(33 , 38, 47494108)
(33 , 39, 6655768)
(33 , 40, 42199683)
(33 , 41, 24531505)
(33 , 42, 4309040)
(33 , 43, 26721124)
(33 , 44, 2636161)
(33 , 45, 42618468)
(33 , 46, 20041605)
(33 , 47, 39727719)
(33 , 48, 33180264)
(34 , 35, 37384184)
(34 , 38, 11992374)
(34 , 39, 42604823)
(34 , 40, 14616039)
(34 , 41, 27086401)
(34 , 42, 36620412)
(34 , 43, 32505279)
(34 , 45, 2090150)
(34 , 47, 33476378)
(34 , 49, 37944359)
(35 , 36, 36132903)
(35 , 37, 33028481)
(35 , 38, 48877244)
(35 , 39, 35308560)
(35 , 40, 9498013)
(35 , 42, 36717153)
(35 , 45, 8197501)
(35 , 47, 40170970)
(35 , 48, 34466110)
(35 , 49, 15572488)
(36 , 37, 36745292)
(36 , 38, 33534327)
(36 , 39, 41674492)
(36 , 40, 42384530)
(36 , 43, 17425342)
(36 , 45, 29361664)
(36 , 46, 25845506)
(36 , 47, 20214334)
(36 , 48, 985952)
(36 , 49, 2443033)
(37 , 40, 12512942)
(37 , 41, 34895042)
(37 , 43, 41261648)
(37 , 45, 21483350)
(37 , 46, 31533052)
(37 , 47, 46109659)
(38 , 39, 6459499)
(38 , 40, 22766392)
(38 , 41, 17938224)
(38 , 42, 22452631)
(38 , 44, 35783045)
(38 , 45, 49213675)
(38 , 46, 21969091)
(38 , 47, 30686601)
(38 , 49, 22137661)
(39 , 40, 15846027)
(39 , 41, 41292829)
(39 , 42, 15886314)
(39 , 43, 46142679)
(39 , 44, 43531847)
(39 , 45, 11297398)
(39 , 46, 17562998)
(39 , 47, 811987)
(39 , 48, 4588620)
(40 , 41, 49897730)
(40 , 43, 48736527)
(40 , 46, 26619724)
(40 , 47, 39778852)
(40 , 48, 35283852)
(40 , 49, 1731363)
(41 , 42, 16131463)
(41 , 43, 20011358)
(41 , 44, 11223654)
(41 , 45, 29902508)
(41 , 46, 7813357)
(41 , 47, 32786346)
(41 , 48, 25881513)
(42 , 43, 43282945)
(42 , 45, 32994420)
(42 , 46, 6568546)
(42 , 47, 37747145)
(42 , 48, 45282865)
(42 , 49, 25908040)
(43 , 44, 46132050)
(43 , 45, 47887634)
(43 , 47, 10579360)
(43 , 48, 24507554)
(44 , 45, 36474512)
(44 , 46, 3600003)
(44 , 48, 1866554)
(44 , 49, 48960474)
(45 , 46, 217256)
(45 , 48, 16398280)
(45 , 49, 27393958)
(46 , 48, 1095841)
(48 , 49, 22243426)
